brand,class,gender,name,code,price
hope & glory,pantalon,dama,jean,,690
hope & glory,campera,dama,jkt denim,,1790
hope & glory,bermuda capri,dama,todas,,650
hope & glory,remera,dama,remera m/c,,290
hope & glory,remera,dama,remera m/l,,390
hope & glory,camisa,dama,camisola,,590
